Period,Amplitude,kfᴸᴬ,krᴸᴬ,kfᴸᴷ,krᴸᴷ,kcatᴸᴷ,kfᴸᴾ,krᴸᴾ,kcatᴸᴾ,kfᴬᴷ,krᴬᴷ,kfᴬᴾ,krᴬᴾ,DF,L,K,P,A,Kdᴸᴬ,Kdᴬᴷ,Kdᴬᴾ,Kmᴸᴷ,Kmᴸᴾ
640.1,0.8285,93.55406,1.1316,0.001,0.126,715.24147,22.39265,1.47752,12.25763,6.84061,0.001,3.6971,0.001,500.0,2.21981,0.52696,0.01,0.1,0.0121,0.00015,0.00027,715367.47049,0.61338
878.9,0.88885,3.53593,1.28471,0.001,41.73903,6.27329,1.04939,0.001,0.72897,0.23088,0.001,70.79031,1.97779,500.0,26.69988,8.08437,1.15762,1.62393,0.36333,0.00433,0.02794,48012.32476,0.69561
738.2,0.36282,12.77199,0.61779,0.001,0.001,91.21494,51.55714,0.41767,0.2566,1.31922,0.0911,0.001,0.001,100.0,52.37211,3.5744,2.54907,0.39598,0.04837,0.06905,1.0,91215.94068,0.01308
786.5,0.7669,57.02609,28.90632,0.001,0.626,683.9979,0.5062,0.001,1.26088,3.54142,0.2937,0.001,0.001,1000.0,3.53655,1.40876,0.52936,0.73317,0.5069,0.08293,1.0,684623.90056,2.49284
1060.3,0.85344,4.78387,3.22525,0.001,0.376,834.60547,12.02394,0.251,115.58391,0.001,0.001,0.001,0.001,1000.0,40.10478,20.79982,0.44771,1.00729,0.67419,1.0,1.0,834981.46986,9.63369
737.8,0.33489,0.9965,0.15775,0.16597,413.11551,2.59765,32.9856,1.28085,3.37547,43.41395,1.4274,0.07817,0.001,1000.0,2.56334,56.06618,0.32269,1.62542,0.1583,0.03288,0.01279,2504.79002,0.14116
927.6,0.85677,2.2652,2.68239,0.001,6.45027,21.45981,28.78697,194.10253,28.37189,0.39248,0.00844,0.00264,0.001,1000.0,23.71751,2.38537,0.3465,0.93396,1.18417,0.0215,0.37827,27910.08506,7.7283
746.4,0.82747,19.54298,0.83433,0.001,0.001,513.3998,50.73269,16.75579,54.32877,1.52364,0.001,2.6808,0.001,500.0,93.78717,24.03671,2.20271,4.13842,0.04269,0.00066,0.00037,513400.79717,1.40116
535.6,0.11443,0.32402,1.04891,0.00123,15.70391,31.33816,55.76961,15.98981,0.15982,0.001,0.0045,14.83876,126.66584,1000.0,59.41605,72.30132,24.87508,15.24626,3.23715,4.49604,8.53615,38358.86817,0.28958
61.79643,0.55962,29.11287,0.83004,0.001,9.28402,161.92336,6.22732,0.50274,1.58956,19.74332,3.31641,0.00757,0.001,1000.0,68.66868,91.85678,21.65138,13.55256,0.02851,0.16798,0.13212,171207.37862,0.33599
230.62857,0.44127,3.74436,3.43537,0.001,10.89589,514.18068,8.58131,48.73122,1.05193,0.3761,0.001,38.5077,0.26567,500.0,6.76313,10.55827,2.16239,0.94334,0.91748,0.00266,0.0069,525076.56433,5.80135
692.2,0.94845,92.18487,23.2634,0.001,0.91597,63.29547,82.29069,33.09014,6.3894,0.77988,0.251,0.001,0.00162,500.0,76.37971,1.28214,1.12742,0.8638,0.25236,0.32184,1.6243,64211.44302,0.47976
228.51429,0.43368,4.74871,7.72854,0.001,0.37846,164.25437,38.19689,0.41638,134.37007,0.00328,0.00108,0.00704,0.00821,1000.0,7.04124,3.37838,0.01,0.26291,1.6275,0.32923,1.16672,164632.83046,3.52873
822.3,0.77781,3.97951,1.00205,0.001,451.62347,161.93495,0.9241,0.501,1.00264,0.001,0.001,0.001,0.001,1000.0,41.5062,98.20585,15.51184,10.87916,0.2518,1.0,1.0,613558.42576,1.62714
947.5,0.80532,1.09761,9.01348,0.001,10.31008,322.13755,0.1693,0.71697,2.88805,0.001,0.001,0.00407,0.00514,1000.0,60.46633,8.9715,6.31064,2.64272,8.21192,1.0,1.26413,332447.63706,21.29359
377.6,0.57805,67.60269,0.97989,0.001,51.3654,466.51876,8.63272,0.57315,5.40187,0.20302,0.001,0.21291,0.001,1000.0,16.49063,9.03774,2.48285,1.884,0.01449,0.00493,0.0047,517884.16543,0.69214
631.85,0.61685,8.98109,1.00334,0.001,2.94756,2.02987,16.95895,0.00216,5.86169,63.52702,7.04359,0.001,0.001,500.0,9.46605,2.70106,0.14866,0.5134,0.11172,0.11088,1.0,4977.42614,0.34577
593.9,0.38405,7.38391,177.85412,0.03138,331.77816,415.36809,2.19935,3.2669,23.40996,85.75061,18.87761,0.001,0.001,500.0,18.88858,3.49991,1.50672,1.545,24.08672,0.22015,1.0,23807.78346,12.12944
814.1,0.83255,15.07007,16.92716,0.001,0.376,322.21595,4.00928,0.64462,58.35675,3.58122,0.001,1.41759,0.001,500.0,64.39839,24.12114,2.73788,4.47328,1.12323,0.00028,0.00071,322591.95149,14.71619
848.6,0.25516,0.15415,0.84748,0.001,66.54164,53.80719,0.88049,0.751,1.68216,17.122,3.62671,0.001,0.001,1000.0,4.88849,17.58381,0.49679,1.63424,5.49781,0.21182,1.0,120348.83709,2.76342
589.55,0.59819,0.22549,0.55136,0.001,55.72836,728.66533,3.03346,0.001,192.52377,0.001,0.001,0.001,0.001,1000.0,15.4565,2.87318,0.01,0.14184,2.44521,1.0,1.0,784393.69745,63.46698
154.66,0.5422,7.95474,0.81999,0.001,270.44488,32.90994,0.15876,0.02227,0.1357,32.10844,0.18793,6.00496,0.001,1000.0,68.24465,54.77032,12.50477,9.71258,0.10308,0.00585,0.00017,303354.82046,0.99504
8.44623,0.58616,1.14576,2.0412,0.001,1.91588,184.10348,2.26398,0.001,76.81405,69.89803,113.59516,0.126,0.251,500.0,45.80029,11.8084,0.26025,1.23042,1.78151,1.62516,1.99206,186019.3528,33.9292
1326.1,0.78926,40.70301,0.26072,0.001,490.66413,4.62963,6.26166,0.47696,0.30506,62.31295,3.45284,0.001,0.001,500.0,6.06947,4.56486,0.20533,1.86371,0.00641,0.05541,1.0,495293.7608,0.12489
25.94118,0.29755,0.73969,0.59332,0.01717,396.88281,4.89501,26.92965,16.9524,633.36373,2.42471,0.03803,0.05349,0.02832,500.0,44.20201,10.95532,0.05489,6.17308,0.80212,0.01569,0.52949,23397.16733,24.14871
852.8,0.60945,0.66456,0.83318,0.00908,2.83854,86.00564,1.0175,0.376,1.99416,0.001,0.001,0.001,0.001,500.0,4.34333,1.58424,0.55176,0.31294,1.25373,1.0,1.0,9786.63875,2.3294
574.2,0.90042,11.28578,0.30834,0.001,4.57703,261.70849,6.80672,0.001,2.74411,98.74197,86.99337,0.001,0.001,500.0,18.66534,2.69511,1.19854,1.35788,0.02732,0.88102,1.0,266285.5138,0.40329
604.9,0.76639,5.3164,4.98781,0.0022,3.54829,976.02633,8.06394,0.37632,280.3884,0.376,0.001,0.20399,0.001,1000.0,16.59084,16.6415,0.34145,1.708,0.93819,0.00266,0.0049,445164.28637,34.81731
280.22,0.76608,7.18491,0.04436,0.28546,807.03156,2.65188,10.20986,0.001,0.53223,0.376,0.39786,0.001,0.001,500.0,17.20997,1.08397,0.9349,0.9792,0.00617,1.05815,1.0,2836.43934,0.05223
121.17857,0.40876,32.49803,3.76894,0.126,0.97536,79.71792,76.86116,30.28036,11.9576,0.1368,1.46367,0.001,0.001,1000.0,14.12394,0.87605,0.60566,0.34261,0.11597,10.69897,1.0,640.42287,0.54954
8.69126,0.49506,0.81003,13.93941,0.001,910.35395,218.99801,1.32818,1.09521,342.06731,25.146,1.61216,0.13824,0.18976,1000.0,65.41938,27.16761,0.34128,14.47258,17.20855,0.06411,1.37267,1.12935196307e6,258.37034
710.6,0.76235,2.69477,0.126,0.001,15.18981,18.22072,85.51967,10.57481,4.84625,0.001,0.001,0.001,0.001,500.0,22.98818,93.4872,4.49535,11.10356,0.04676,1.0,1.0,33410.52398,0.18032
147.90909,0.87057,0.50305,0.501,0.001,62.32064,480.4184,23.50544,10.21923,147.39413,11.38024,0.001,98.20593,0.93146,1000.0,64.17439,1.15641,0.39823,0.975,0.99592,9.0e-5,0.00948,542739.04365,6.7054
48.00811,0.67778,82.23384,62.41249,0.001,1.10683,106.67783,11.46736,60.17034,40.28247,0.63702,0.00126,17.65014,1.26783,1000.0,19.50786,12.57325,3.56341,4.53076,0.75896,0.00197,0.07183,107784.66191,8.75989
627.3,0.72934,1.09761,9.38848,0.001,10.56008,322.76255,0.0443,0.59197,3.26305,0.001,0.001,0.25423,0.2517,1000.0,59.96633,9.3465,6.06064,2.89272,8.55357,1.0,0.99003,333322.63706,87.01922
786.3,0.69665,20.84892,14.82736,0.001,0.12381,73.41384,23.99486,1.13498,154.18039,32.98176,0.37638,0.001,0.001,1000.0,37.84547,1.95881,0.65895,1.38446,0.71118,0.01141,1.0,73537.64236,6.47286
308.88,0.63613,5.12621,0.278,0.001,0.25527,8.43014,17.27737,0.02688,2.07138,0.39598,0.001,28.31395,1.45683,1000.0,17.21062,10.2842,7.61013,3.50176,0.05423,0.00253,0.05145,8685.40174,0.12145
705.9,0.79547,15.10273,41.65244,0.001,1.5023,455.99976,6.29175,114.70225,42.9726,55.73155,0.45763,0.001,0.001,500.0,54.18428,4.16185,2.09954,3.53195,2.75794,0.00821,1.0,457502.06235,25.06058
65.18519,0.73792,3.5629,20.83794,0.001,2.02002,54.9292,0.59486,0.78973,3.18076,0.70925,0.02639,8.68448,0.26485,500.0,93.26357,12.23433,3.19822,2.88707,5.84859,0.03721,0.0305,56949.21844,6.67465
610.15,0.80457,2.61845,4.23184,0.001,0.45933,124.60396,3.23968,0.91922,4.58609,58.67984,2.30605,0.01781,0.001,500.0,68.3255,57.81958,13.97088,8.45791,1.61616,0.0393,0.05614,125063.29251,1.69934
386.46667,0.53633,5.68728,49.48709,0.001,0.13949,210.6681,0.34412,1.09962,0.45522,0.52835,0.41913,0.001,0.001,100.0,60.70354,8.14819,4.72825,3.64472,8.70137,0.79328,1.0,210807.58461,4.51834
1.35229,0.15008,14.06762,7.66206,0.001,0.001,267.9111,7.3425,2.32589,114.71776,0.22134,0.126,0.56378,0.251,1000.0,58.50477,82.9375,6.12535,21.4584,0.54466,0.56926,0.44521,267912.09547,15.94057
798.1,0.75826,12.99854,2.00056,0.001,0.52953,3.56799,59.78937,0.001,2.82024,19.26186,0.77899,0.001,0.001,1000.0,22.65476,13.84249,5.45367,10.23769,0.15391,0.04044,1.0,4097.52093,0.04719
335.95,0.80758,1.27372,0.51687,0.001,458.244,69.27492,0.39401,4.48007,1.3496,1.30376,3.12577,0.001,0.00219,1000.0,13.60243,9.52036,0.67892,0.88509,0.40579,2.3975,2.19109,527518.91767,14.79589
213.77143,0.18178,75.36567,11.79937,0.001,0.28929,814.35734,38.017,1.13969,0.37653,0.001,0.001,0.001,0.001,1000.0,31.98321,86.70261,21.80666,14.58331,0.15656,1.0,1.0,814646.63062,0.03988
831.8,0.83922,43.94305,274.22026,0.001,0.626,36.43623,0.75114,0.626,0.784,73.8246,24.50071,0.001,0.001,500.0,30.68625,5.19002,3.08366,2.72832,6.24036,0.33188,1.0,37062.23288,1.87716
641.2,0.55107,0.01186,0.18271,0.00505,0.00699,800.49134,2.01775,19.16975,55.61464,15.0683,0.00654,0.11215,0.00118,500.0,43.00059,9.93167,5.25651,7.40153,15.41224,0.00043,0.01056,158461.3569,37.06325
582.75,0.52792,30.98384,32.3268,0.001,0.001,12.38989,4.56682,0.001,4.9732,0.01235,0.001,0.001,0.001,100.0,67.31829,6.87688,2.46078,3.16694,1.04334,0.08099,1.0,12390.89406,1.0892
797.5,0.84355,3.59099,0.71139,0.001,406.22228,270.36217,4.2307,0.001,1.41179,0.75495,0.25248,0.001,0.001,500.0,15.1649,37.76249,2.00535,2.29262,0.1981,0.33443,1.0,676584.44729,0.33394
475.93333,0.8445,28.62892,4.80587,0.001,6.64807,988.4281,8.21507,16.30057,25.35044,0.92547,0.6299,0.001,0.001,1000.0,34.8342,10.76662,1.16377,0.71006,0.16787,0.68063,1.0,995076.17242,5.07007
236.04286,0.75136,3.81284,0.66871,0.001,450.45681,162.26829,1.25744,0.83433,0.83597,0.33433,0.21246,0.001,0.001,1000.0,41.5062,98.53919,14.34518,10.71249,0.17538,0.63547,1.0,612725.09242,1.32834
608.7,0.51919,37.86957,346.4357,0.2569,1.33433,591.68614,55.93502,14.01839,85.91425,1.16686,0.33433,0.001,0.001,500.0,10.43059,4.61991,2.02775,3.39771,9.14813,0.28652,1.0,2308.34588,1.78658
735.65,0.77091,6.38503,0.12812,0.001,0.90395,301.55542,4.73755,0.501,0.88628,0.001,0.001,1.22661,1.47797,1000.0,17.4814,2.40222,2.14336,0.99965,0.02007,1.0,1.20491,302459.37207,0.29283
2.27506,0.17042,68.72955,7.45377,0.0427,0.40008,479.56659,61.72609,0.001,1.36285,4.30413,0.64666,1.20534,0.23927,1000.0,5.41558,10.87016,3.68217,2.964,0.10845,0.15024,0.1985,11241.6608,0.0221
1057.9,0.70433,1.32828,0.60069,0.001,19.27386,1.11212,50.86634,0.18587,112.24574,0.001,0.001,0.001,0.001,1000.0,16.60449,88.04109,0.02631,4.75435,0.45223,1.0,1.0,20385.98033,2.21033
843.8,0.76129,0.63827,1.05554,0.001,458.83985,328.92729,3.11358,126.721,305.04477,0.74283,0.01513,0.001,0.001,1000.0,96.86735,0.0522,0.01,0.1,1.65375,0.02036,1.0,787767.14532,138.67169
398.1,0.55359,3.30917,3.63329,0.001,10.6305,360.20678,1.80868,0.64581,0.09025,11.16641,7.28035,0.001,0.001,500.0,9.59273,4.13828,1.73623,1.22369,1.09794,0.65199,1.0,370837.28521,0.40696
795.1,0.57703,30.97124,1.06952,0.001,0.126,305.74774,0.72843,0.126,0.376,0.001,0.001,0.56661,0.501,1000.0,19.43381,2.63434,2.24613,1.05842,0.03453,1.0,0.8842,305873.7367,0.68915
506.8,0.65512,85.14512,0.14272,0.001,46.53463,47.65146,59.1992,0.251,4.41365,0.89591,0.001,1.99513,0.001,1000.0,35.65685,5.94656,0.91142,0.35572,0.00168,0.00112,0.0005,94186.08408,0.0788
16.2729,0.16957,1.56312,2.9357,0.001,1.50164,429.14562,2.78784,0.001,6.84673,7.08419,1.15925,0.001,0.001,500.0,25.27746,83.88216,6.87517,26.62406,1.87811,0.16364,1.0,430647.25694,2.45628
914.5,0.75026,9.44236,221.06862,0.00575,192.99205,160.93036,0.5634,1.34664,3.63161,0.31317,0.02022,0.00967,0.001,1000.0,30.10054,0.60596,0.18105,0.1305,23.41244,0.06458,0.10344,61543.57963,8.83601
806.8,0.73261,5.81585,6.91848,0.001,0.33369,914.48736,1.67964,0.96361,3.97792,0.88497,0.501,0.001,0.001,500.0,11.14973,21.06686,0.79905,1.47043,1.18959,0.56612,1.0,914821.05516,2.94202
578.7,0.72477,1.11576,1.66868,0.001,1.33433,2.78233,2.77959,0.001,4.98392,24.37972,0.001,12.34977,0.001,500.0,45.94646,28.68198,3.28493,8.70893,1.49556,4.0e-5,8.0e-5,4116.6676,1.7934
908.8,0.69167,0.40381,0.78318,0.001,1.91899,58.941,5.30004,8.13858,5.9987,3.09237,0.126,0.001,0.001,1000.0,17.52632,8.92116,2.35653,1.63368,1.93946,0.04075,1.0,60859.98518,2.66739
20.84235,0.13102,0.04833,0.60407,0.001,96.33406,478.72322,1.00102,0.47485,19.52961,0.376,0.126,0.251,0.251,1000.0,61.46959,15.77158,2.02267,1.86141,12.49807,0.33511,1.0,575057.27597,19.98413
336.575,0.49967,0.62793,0.40005,0.0067,0.58355,38.12056,5.48385,0.83467,2.1716,0.4072,0.25306,0.001,0.001,1000.0,10.29982,3.47437,2.28145,0.57279,0.6371,0.62147,1.0,5775.83011,0.5482
646.85,0.83291,5.47981,1.6666,0.001,69.47168,695.32351,49.55167,200.84088,40.98564,0.126,0.251,0.001,0.001,500.0,82.94071,65.26905,3.97013,5.76355,0.30413,1.99206,1.0,764795.19078,4.88029
27.60615,0.75946,45.20156,91.08329,0.00711,67.23214,53.4514,53.1211,1.12177,146.96134,0.26489,0.00338,0.00755,0.05886,500.0,55.5154,14.66463,2.74428,14.14327,2.01505,0.01277,7.79745,16968.19993,2.78765
294.58,0.52001,74.08601,1.97804,0.001,0.17328,218.79482,19.19971,0.001,0.22254,0.126,0.126,0.001,0.001,1000.0,9.84361,31.24069,3.43628,2.49317,0.0267,1.0,1.0,218968.1021,0.01164
739.15,0.73201,66.0829,118.4032,0.001,29.48452,372.16583,13.36576,0.251,61.49116,0.001,0.00114,0.001,0.001,500.0,76.56507,67.30662,1.16763,2.17896,1.79174,1.14209,1.0,401650.34593,4.61943
808.9,0.54318,2.69281,1.216,0.2323,0.82678,596.24255,75.22438,0.126,4.13298,0.001,0.001,2.16455,9.78403,100.0,5.90233,2.11289,1.88282,0.96827,0.45157,1.0,4.52013,2570.25503,0.05662
